,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
4169,0.738,-0.672,-0.382,9.338,-66.467,-14.099,3,0
4170,0.745,-0.697,-0.395,-1.099,-58.838,-16.113,3,0
4171,0.737,-0.722,-0.401,0.061,-48.279,-17.029,3,0
4172,0.704,-0.724,-0.412,8.057,-42.725,-16.357,3,0
4173,0.7,-0.708,-0.407,13.794,-37.659,-16.785,3,0
4174,0.733,-0.642,-0.407,9.277,-33.203,-19.714,3,0
4175,0.75,-0.617,-0.406,3.723,-29.785,-20.813,3,0
4176,0.765,-0.601,-0.405,-3.662,-23.621,-19.592,3,0
4177,0.79,-0.603,-0.391,-3.54,-15.625,-16.296,3,0
4178,0.785,-0.609,-0.376,0.366,-9.949,-11.719,3,0
4179,0.78,-0.613,-0.361,3.418,-7.935,-8.667,3,0
4180,0.785,-0.617,-0.329,6.409,-6.592,-6.226,3,0
4181,0.781,-0.615,-0.316,4.456,-7.69,-4.944,3,0
4182,0.149,-1.28,-0.065,259.827,-72.144,-2.563,3,0
4183,0.131,-1.324,-0.045,307.983,-75.134,-15.93,3,0
4184,0.146,-1.31,-0.032,333.923,-75.012,-25.696,3,0
4185,0.165,-1.178,0.03,351.257,-71.045,-37.903,3,0
4186,0.199,-1.053,0.078,325.806,-61.768,-42.114,3,0
4187,0.231,-0.874,0.219,268.433,-47.729,-41.26,3,0
4188,0.243,-0.862,0.296,229.98,-38.94,-40.283,3,0
4189,0.247,-0.878,0.365,191.65,-28.076,-41.382,3,0
4190,0.256,-0.868,0.429,172.485,-19.653,-43.579,3,0
4191,0.254,-0.841,0.462,160.095,-16.541,-44.8,3,0
4192,0.27,-0.791,0.511,150.085,-16.357,-42.908,3,0
4193,0.276,-0.754,0.542,139.648,-15.503,-39.673,3,0
4194,0.287,-0.741,0.558,123.84,-12.024,-36.743,3,0
4195,0.297,-0.702,0.604,106.567,-6.348,-33.997,3,0
4196,0.288,-0.703,0.622,96.619,-4.089,-35.522,3,0
4197,0.27,-0.732,0.656,100.83,-7.141,-38.452,3,0
4198,0.281,-0.716,0.656,110.107,-10.193,-39.673,3,0
4199,0.287,-0.659,0.66,118.835,-10.681,-40.344,3,0
4200,0.298,-0.573,0.687,116.394,-9.033,-39.368,3,0
4201,0.312,-0.544,0.71,108.398,-5.92,-35.889,3,0
4202,0.313,-0.526,0.74,101.807,-3.296,-33.752,3,0
4203,0.286,-0.558,0.787,101.135,-4.395,-36.133,3,0
4204,0.288,-0.538,0.792,107.666,-7.812,-37.415,3,0
4205,0.266,-0.483,0.8,113.525,-11.169,-40.71,3,0
4206,0.248,-0.503,0.804,130.127,-22.4,-47.241,3,0
4207,0.261,-0.505,0.816,150.269,-28.809,-51.392,3,0
4208,0.309,-0.366,0.776,173.828,-32.837,-54.26,3,0
4209,0.323,-0.328,0.733,198.303,-28.87,-60.669,3,0
4210,0.389,0.03,0.647,185.791,-19.47,-56.152,3,0
4211,0.425,0.273,0.601,144.348,-9.827,-44.922,3,0
4212,0.497,0.492,0.562,18.494,15.564,-8.789,3,0
4213,0.619,1.061,0.558,-232.422,76.233,71.106,3,0
4214,0.569,1.241,0.426,-577.393,178.04,177.734,3,0
4215,0.077,0.71,-0.414,-898.865,272.888,252.258,3,0
4216,-0.139,0.074,-0.758,-1036.56,309.204,267.761,3,0
4217,-0.264,-0.456,-0.991,-1107.178,331.543,247.437,3,0
4218,-0.374,-1.73,-0.909,-1035.767,315.796,196.167,3,0
4219,-0.657,-2.436,-0.374,-772.522,188.293,109.924,3,0
4220,-0.807,-3.477,-0.199,-419.8,57.739,26.978,3,0
4221,-0.943,-3.887,-0.349,235.596,-174.866,-35.645,3,0
4222,-0.438,-3.341,-0.656,704.468,-251.77,4.395,3,0
4223,0.258,-1.988,-0.6,828.064,-147.339,30.64,3,0
4224,0.545,-1.593,0.038,595.276,-32.776,-18.25,3,0
4225,0.613,-1.443,0.573,378.967,37.17,-69.275,3,0
4226,0.119,-1.214,1.152,120.239,56.824,-118.347,3,0
4227,0.013,-1.333,1.242,-29.114,28.564,-115.051,3,0
4228,0.05,-1.728,1.241,-79.651,-4.578,-123.535,3,0
4229,0.005,-1.812,1.185,-47.974,-29.968,-134.155,3,0
4230,0.005,-1.839,1.145,15.381,-53.101,-141.113,3,0
4231,-0.047,-1.646,0.87,117.554,-88.318,-149.902,3,0
4232,-0.027,-1.408,0.734,174.805,-107.788,-158.081,3,0
4233,0.067,-1.028,0.524,181.519,-111.572,-162.476,3,0
4234,0.096,-0.886,0.458,166.87,-107.483,-164.062,3,0
4235,0.129,-0.771,0.424,132.446,-93.201,-165.161,3,0
4236,0.203,-0.655,0.407,100.708,-70.496,-162.903,3,0
4237,0.234,-0.614,0.403,83.008,-48.096,-157.593,3,0
4238,0.241,-0.551,0.374,75.867,-35.034,-148.926,3,0
4239,0.234,-0.518,0.382,75.928,-32.532,-142.639,3,0
